Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2/10/2023,Camera,Electronics,West,7,5355,1143.16
3/4/2024,Camera,Electronics,West,1,972,261.91
1/8/2022,Headphones,Accessories,South,5,3290,797.82
11/24/2022,Laptop,Electronics,East,1,735,139.31
10/24/2024,Tablet,Electronics,North,3,3336,798.26
10/3/2022,Keyboard,Accessories,West,3,2082,346.53
7/18/2024,Keyboard,Accessories,East,2,1340,129.89
3/13/2022,Laptop,Electronics,East,5,1160,227.13
9/21/2024,Monitor,Accessories,East,4,1272,299.84
1/14/2022,Printer,Office,West,3,2817,588.47
3/5/2024,Monitor,Accessories,East,3,1464,264.67
2/13/2023,Headphones,Accessories,West,1,307,60.51
10/1/2022,Tablet,Electronics,West,6,5706,1306.92
5/25/2024,Headphones,Accessories,North,1,1112,100.47
7/15/2023,Keyboard,Accessories,West,1,1147,133.48
2/11/2023,Laptop,Electronics,North,2,330,66.57
7/12/2023,Monitor,Accessories,North,4,2176,250.89
3/19/2022,Headphones,Accessories,South,7,7616,1317.79
7/16/2024,Printer,Office,North,1,1091,258.3
4/3/2024,Tablet,Electronics,East,2,1026,279.76
11/17/2024,Tablet,Electronics,West,2,210,42.04
9/17/2022,Printer,Office,North,2,180,10.78
9/12/2024,Tablet,Electronics,North,4,380,72.88
8/13/2023,Monitor,Accessories,West,8,7664,1580.55
10/22/2022,Smartphone,Electronics,East,8,6056,1029.9
1/28/2022,Mouse,Accessories,North,6,606,104.52
3/30/2024,Monitor,Accessories,North,3,750,193.86
12/11/2024,Printer,Office,East,2,1218,218.88
3/26/2023,Laptop,Electronics,West,2,2162,355.45
3/13/2023,Headphones,Accessories,East,9,2223,347.01
9/19/2023,Smartphone,Electronics,West,7,4452,920.05
2/8/2022,Printer,Office,West,1,184,50.19
4/5/2022,Headphones,Accessories,North,3,288,77.38
1/24/2024,Camera,Electronics,West,2,834,150.12
8/20/2023,Keyboard,Accessories,East,5,4025,923.17
9/8/2023,Headphones,Accessories,West,7,4732,1084.28
5/19/2022,Headphones,Accessories,West,5,4025,407.72
7/15/2023,Printer,Office,South,8,2416,500.93
3/16/2024,Tablet,Electronics,North,7,1897,524.69
4/16/2022,Mouse,Accessories,East,4,840,190.13
1/2/2022,Mouse,Accessories,North,8,6600,360.45
10/20/2022,Laptop,Electronics,West,2,2362,342.27
2/4/2024,Headphones,Accessories,South,6,2958,577.27
3/22/2024,Tablet,Electronics,East,1,477,56.49
6/4/2022,Keyboard,Accessories,North,3,942,84.8
1/21/2023,Camera,Electronics,East,2,2084,586.72
8/16/2023,Tablet,Electronics,West,6,4584,473.37
5/28/2022,Printer,Office,East,1,1118,319.28
4/30/2024,Mouse,Accessories,North,9,4005,652.15
3/4/2024,Smartwatch,Electronics,East,5,4610,1293.37
10/14/2024,Keyboard,Accessories,South,1,551,86.84
8/5/2022,Printer,Office,West,1,75,19.29
12/19/2023,Mouse,Accessories,South,6,6576,1899.67
3/26/2023,Printer,Office,North,6,6432,1410.52
8/8/2022,Headphones,Accessories,South,7,7763,1444.27
3/2/2024,Monitor,Accessories,East,7,2240,622.29
12/4/2022,Headphones,Accessories,East,6,5298,1209.88
7/15/2023,Smartwatch,Electronics,North,2,116,32.27
2/2/2022,Tablet,Electronics,East,8,6728,1140.19
12/2/2022,Monitor,Accessories,North,5,490,55.59
1/26/2024,Monitor,Accessories,North,7,2765,699.86
4/21/2022,Smartphone,Electronics,West,8,2680,598.97
8/19/2023,Camera,Electronics,East,2,2174,335.37
4/11/2024,Monitor,Accessories,North,9,5562,1258.12
9/27/2022,Smartphone,Electronics,East,8,9208,2595.33
8/31/2024,Smartphone,Electronics,West,4,4512,546.71
3/4/2024,Camera,Electronics,West,9,7974,1965.96
4/30/2022,Monitor,Accessories,East,6,4944,1335.04
3/19/2022,Printer,Office,South,3,1611,234.84
7/5/2024,Smartwatch,Electronics,West,9,4599,618.89
3/21/2024,Laptop,Electronics,East,6,4380,419.3
10/20/2024,Headphones,Accessories,South,2,2376,580.26
1/3/2023,Monitor,Accessories,South,9,6588,1800.9
1/5/2022,Mouse,Accessories,East,5,3745,720.08
6/18/2022,Camera,Electronics,North,5,5305,1389.25
5/19/2023,Tablet,Electronics,North,8,1608,332.12
7/18/2024,Monitor,Accessories,East,9,4977,745.81
2/9/2022,Smartphone,Electronics,East,7,4529,273.97
4/15/2024,Camera,Electronics,West,7,4690,319.42
11/12/2024,Keyboard,Accessories,East,4,2424,544.07
11/27/2024,Keyboard,Accessories,North,6,3594,610.77
5/3/2022,Keyboard,Accessories,North,7,3962,491.9
3/14/2024,Camera,Electronics,East,2,944,149.38
12/20/2022,Smartwatch,Electronics,West,6,6792,1787.97
3/6/2023,Tablet,Electronics,North,7,6804,1383.81
9/20/2024,Camera,Electronics,South,6,816,98.75
7/10/2022,Monitor,Accessories,North,6,5916,544.59
6/17/2022,Mouse,Accessories,South,5,5730,310.58
5/13/2024,Headphones,Accessories,East,7,8288,785.54
6/24/2022,Headphones,Accessories,South,2,2046,394.93
6/5/2022,Tablet,Electronics,East,9,5031,1149.48
3/10/2022,Keyboard,Accessories,South,9,1764,417.95
7/23/2022,Laptop,Electronics,South,8,1880,486.88
12/25/2023,Smartwatch,Electronics,West,2,200,10.45
10/6/2022,Mouse,Accessories,East,3,2688,476.77
1/2/2023,Laptop,Electronics,West,4,3216,213.81
12/21/2023,Camera,Electronics,East,8,8440,1504.18
4/26/2024,Tablet,Electronics,East,7,1582,208.42
7/12/2024,Laptop,Electronics,North,1,58,10.79
3/26/2022,Smartwatch,Electronics,West,8,608,163.18
11/19/2024,Smartphone,Electronics,North,3,183,41.82
7/2/2024,Monitor,Accessories,West,5,3105,744.26
4/13/2023,Monitor,Accessories,North,5,2450,485.18
12/5/2022,Laptop,Electronics,North,3,3024,622.29
4/20/2023,Printer,Office,East,4,3856,747.79
3/11/2024,Keyboard,Accessories,West,7,532,121.03
2/19/2023,Smartphone,Electronics,South,4,3152,307.62
12/4/2023,Monitor,Accessories,East,9,8586,1555.82
10/21/2022,Monitor,Accessories,South,2,1046,273.38
2/15/2022,Tablet,Electronics,West,4,3452,560.31
3/12/2022,Monitor,Accessories,West,4,2368,361.02
10/20/2022,Camera,Electronics,South,2,1924,422.25
9/19/2022,Laptop,Electronics,West,5,4580,1148.06
11/2/2024,Headphones,Accessories,East,5,3735,423.94
5/13/2023,Monitor,Accessories,North,4,2476,417.16
7/13/2023,Laptop,Electronics,South,2,162,16.51
7/4/2022,Printer,Office,West,3,258,38.03
3/19/2022,Keyboard,Accessories,East,4,3524,998.29
5/27/2023,Smartwatch,Electronics,South,8,6184,1796.9
3/7/2023,Monitor,Accessories,West,6,3750,645.69
4/15/2022,Mouse,Accessories,South,5,1465,424.64
3/28/2024,Camera,Electronics,North,4,4480,412.05
2/29/2024,Laptop,Electronics,North,8,1544,281.22
1/21/2024,Headphones,Accessories,North,9,7974,1181.04
3/30/2024,Printer,Office,East,5,5920,1679.15
10/2/2024,Smartwatch,Electronics,South,8,8792,2045.54
12/18/2023,Smartwatch,Electronics,East,1,294,52.37
1/23/2022,Camera,Electronics,East,7,1169,264.37
2/14/2024,Camera,Electronics,West,8,9232,880.52
10/9/2023,Headphones,Accessories,South,4,1396,135.48
1/23/2024,Camera,Electronics,North,9,10188,1408.18
9/13/2022,Monitor,Accessories,West,2,222,23.65
4/3/2024,Monitor,Accessories,West,2,1328,358.07
11/6/2024,Printer,Office,East,9,5085,488.63
8/2/2024,Mouse,Accessories,West,3,1245,229.73
8/18/2022,Tablet,Electronics,South,2,960,124.02
3/3/2024,Smartphone,Electronics,West,9,5553,329.79
9/10/2023,Keyboard,Accessories,North,2,1790,236.76
7/11/2024,Keyboard,Accessories,West,8,2712,247.84
5/6/2024,Laptop,Electronics,North,1,632,89.14
1/13/2022,Headphones,Accessories,South,8,4904,520.74
12/5/2022,Keyboard,Accessories,South,1,361,58.8
2/11/2022,Printer,Office,West,9,7290,841.07
3/8/2024,Smartwatch,Electronics,South,4,2052,181.64
5/21/2024,Mouse,Accessories,North,3,1842,112.85
12/6/2023,Mouse,Accessories,North,9,10593,2488.69
8/28/2022,Camera,Electronics,South,6,1218,129.36
11/19/2023,Mouse,Accessories,South,5,4240,426.41
10/29/2024,Keyboard,Accessories,East,2,226,38.52
3/25/2022,Camera,Electronics,East,6,5154,1072.8
7/30/2023,Mouse,Accessories,North,6,1236,304.88
11/14/2022,Tablet,Electronics,South,1,1179,159.42
12/29/2024,Printer,Office,West,5,2275,313.5
5/21/2023,Smartwatch,Electronics,North,7,6188,1231.3
12/16/2023,Headphones,Accessories,West,3,2946,666.99
9/10/2023,Headphones,Accessories,South,5,5085,1172.12
5/2/2022,Keyboard,Accessories,North,2,712,205.53
2/3/2023,Smartwatch,Electronics,East,6,648,62.25
2/2/2023,Mouse,Accessories,North,5,2735,483.2
12/26/2022,Printer,Office,North,6,2910,173.45
5/15/2022,Smartwatch,Electronics,South,1,263,69.39
12/5/2023,Smartphone,Electronics,North,2,876,66.68
11/5/2023,Mouse,Accessories,West,1,913,162.24
10/13/2024,Laptop,Electronics,South,9,594,93.92
2/27/2022,Headphones,Accessories,South,2,956,202.14
6/17/2024,Laptop,Electronics,East,7,7301,2026.43
5/14/2023,Headphones,Accessories,South,6,5754,1628.61
6/21/2022,Headphones,Accessories,East,4,1372,274.47
7/8/2022,Headphones,Accessories,North,8,920,214.27
1/18/2024,Smartphone,Electronics,North,3,885,150.79
12/30/2024,Camera,Electronics,North,1,379,39.41
9/9/2024,Headphones,Accessories,West,8,1024,201.92
5/4/2024,Keyboard,Accessories,West,4,4312,388.48
6/6/2023,Mouse,Accessories,East,5,5030,540.73
1/31/2022,Smartphone,Electronics,West,2,1438,315.83
4/7/2022,Keyboard,Accessories,South,1,419,108.36
2/24/2022,Headphones,Accessories,East,3,3519,935.72
4/3/2022,Tablet,Electronics,East,8,2912,451.97
2/20/2023,Smartphone,Electronics,North,5,4005,226.09
8/22/2023,Smartwatch,Electronics,South,5,2075,271.71
2/23/2023,Laptop,Electronics,South,2,120,7.74
8/12/2024,Camera,Electronics,North,4,564,32.8
10/1/2023,Smartwatch,Electronics,East,2,486,62.58
4/15/2023,Smartwatch,Electronics,East,2,1488,342.87
2/24/2023,Laptop,Electronics,West,6,3096,277.68
11/4/2022,Smartwatch,Electronics,West,8,6488,1845.07
4/11/2024,Smartwatch,Electronics,West,4,4284,848.44
7/5/2022,Smartwatch,Electronics,North,8,1864,110.81
5/8/2024,Camera,Electronics,West,5,4435,954.12
10/3/2024,Camera,Electronics,East,4,3296,460.98
5/5/2023,Mouse,Accessories,East,3,780,217.92
6/2/2022,Smartwatch,Electronics,East,7,4396,962.61
5/2/2023,Keyboard,Accessories,South,6,1362,202.68
1/13/2022,Mouse,Accessories,East,7,3843,378.03
9/9/2022,Printer,Office,East,2,2080,450.24
4/7/2022,Mouse,Accessories,South,5,1210,201.45
11/15/2023,Printer,Office,West,3,2316,356.5
7/18/2023,Monitor,Accessories,West,6,3366,614.22
6/7/2024,Tablet,Electronics,West,9,6507,1075.51
5/14/2024,Mouse,Accessories,South,1,384,35.36
1/5/2022,Laptop,Electronics,South,5,3625,563.95
12/14/2022,Tablet,Electronics,South,1,400,45.16
2/22/2022,Monitor,Accessories,North,5,2880,209.58
3/28/2023,Printer,Office,West,6,1608,302.32
2/8/2023,Headphones,Accessories,South,2,1574,196.84
9/13/2024,Keyboard,Accessories,East,3,2478,584.37
9/20/2024,Headphones,Accessories,East,8,8872,1486.58
3/24/2024,Printer,Office,East,8,2320,668.63
7/29/2023,Headphones,Accessories,West,3,171,9.02
11/20/2024,Keyboard,Accessories,South,8,4536,627.13
6/9/2024,Headphones,Accessories,South,3,1308,73.28
10/27/2022,Laptop,Electronics,North,4,4048,641.23
5/29/2022,Tablet,Electronics,East,9,4041,963.58
5/24/2024,Headphones,Accessories,South,5,5665,332.46
11/29/2023,Mouse,Accessories,South,6,6876,1029.92
3/2/2023,Monitor,Accessories,South,1,617,145.37
9/15/2022,Monitor,Accessories,South,6,1440,130.4
4/17/2024,Smartwatch,Electronics,East,8,472,116.36
6/30/2023,Laptop,Electronics,North,5,5640,1227.77
10/26/2022,Headphones,Accessories,West,6,2640,668.12
7/13/2024,Smartphone,Electronics,South,3,768,72.67
2/22/2024,Keyboard,Accessories,South,1,725,81.96
4/28/2024,Headphones,Accessories,North,8,1080,210.69
10/30/2024,Headphones,Accessories,South,1,393,40.34
6/11/2024,Smartwatch,Electronics,North,4,1264,371.92
9/3/2022,Headphones,Accessories,South,9,4797,1193.95
3/27/2022,Tablet,Electronics,East,8,2080,151.14
2/16/2022,Camera,Electronics,West,4,3812,312.8
2/25/2024,Mouse,Accessories,West,5,3695,463.57
1/31/2022,Mouse,Accessories,South,1,1159,344.22
8/6/2024,Tablet,Electronics,West,9,4149,605.52
12/5/2023,Keyboard,Accessories,East,2,1446,171.73
7/24/2024,Laptop,Electronics,South,1,225,48.82
12/9/2022,Headphones,Accessories,South,1,355,26.8
9/15/2023,Tablet,Electronics,West,7,3164,166.4
10/28/2022,Smartwatch,Electronics,East,1,498,38.67
4/28/2023,Headphones,Accessories,South,5,1315,217.79
9/13/2024,Headphones,Accessories,North,5,2805,438.89
11/1/2022,Monitor,Accessories,East,5,5180,726.62
6/7/2022,Camera,Electronics,North,5,4045,203.35
6/22/2024,Laptop,Electronics,North,9,8793,2262.43
8/8/2024,Headphones,Accessories,South,8,2592,526.38
2/8/2022,Keyboard,Accessories,East,7,7819,1708.84
7/11/2024,Smartwatch,Electronics,North,7,2919,325.35
6/3/2023,Printer,Office,South,3,768,85.37
12/2/2023,Smartphone,Electronics,West,2,1736,388.09
7/18/2023,Smartwatch,Electronics,South,7,6293,389.22
3/21/2024,Headphones,Accessories,South,6,3684,477.02
12/24/2024,Printer,Office,South,9,8370,1064.65
8/24/2023,Keyboard,Accessories,South,4,3788,875.54
8/22/2023,Laptop,Electronics,West,8,8296,1884.18
10/10/2022,Tablet,Electronics,West,5,325,21.01
8/16/2024,Camera,Electronics,North,2,2216,444.36
1/31/2022,Laptop,Electronics,North,8,7064,1873.02
8/8/2024,Mouse,Accessories,East,9,2538,575.41
3/13/2024,Headphones,Accessories,North,1,1151,77.22
1/18/2022,Keyboard,Accessories,East,1,717,137.27
1/12/2022,Smartwatch,Electronics,East,8,3048,444.3
2/19/2024,Keyboard,Accessories,South,3,2070,163.23
8/14/2023,Camera,Electronics,East,5,3630,537.93
4/13/2022,Tablet,Electronics,East,7,896,219.98
2/29/2024,Tablet,Electronics,East,7,1981,311.44
7/16/2023,Headphones,Accessories,West,6,7140,605.22
4/13/2023,Monitor,Accessories,North,5,1015,85.06
8/12/2024,Headphones,Accessories,North,4,524,52.31
7/19/2023,Smartwatch,Electronics,North,2,1678,372.78
5/26/2023,Tablet,Electronics,South,4,3260,969.76
10/18/2024,Headphones,Accessories,South,5,720,214.31
5/4/2024,Printer,Office,West,4,1792,417.99
6/18/2022,Tablet,Electronics,South,9,3096,505.08
9/6/2024,Keyboard,Accessories,South,5,1400,273.39
2/5/2023,Smartwatch,Electronics,North,4,508,37.94
9/16/2022,Tablet,Electronics,East,7,2646,380.83
3/7/2024,Mouse,Accessories,East,1,357,79.86
12/28/2023,Tablet,Electronics,North,1,373,53.15
3/24/2023,Smartphone,Electronics,East,1,266,55.52
10/7/2024,Smartphone,Electronics,North,4,344,25.7
6/17/2024,Smartphone,Electronics,North,7,1806,308.92
3/10/2023,Printer,Office,North,9,7281,396.28
6/28/2024,Smartwatch,Electronics,West,7,3094,463.72
6/2/2024,Keyboard,Accessories,East,2,252,67.37
4/27/2022,Camera,Electronics,East,9,2691,761.16
4/26/2024,Printer,Office,West,6,990,102.83
6/5/2022,Smartwatch,Electronics,South,4,3236,655.18
4/27/2022,Laptop,Electronics,East,4,1076,124.56
8/10/2022,Tablet,Electronics,North,4,1428,160.54
4/22/2022,Keyboard,Accessories,East,5,1000,292.04
6/10/2022,Smartwatch,Electronics,South,9,3429,998.82
10/17/2023,Monitor,Accessories,West,5,4730,1416.1
11/4/2023,Monitor,Accessories,South,6,6630,512.6
10/22/2024,Camera,Electronics,South,7,2296,138.93
1/15/2023,Monitor,Accessories,East,7,7420,1107.31
4/23/2022,Printer,Office,South,7,2338,531.5
6/11/2022,Keyboard,Accessories,South,7,4039,420.29
5/19/2023,Laptop,Electronics,East,2,990,76.87
8/5/2023,Laptop,Electronics,West,1,733,54.11
1/24/2024,Smartphone,Electronics,East,3,2421,334.61
3/14/2024,Keyboard,Accessories,East,8,832,214.81
5/13/2022,Smartwatch,Electronics,East,1,483,98.15
2/27/2023,Keyboard,Accessories,North,6,2508,480.48
10/1/2023,Keyboard,Accessories,North,7,4032,426.13
4/15/2022,Keyboard,Accessories,East,8,3208,840.97
5/10/2024,Smartwatch,Electronics,South,6,3402,857.61
12/6/2024,Headphones,Accessories,North,1,541,52.5
2/8/2022,Smartwatch,Electronics,West,7,1806,129.6
8/3/2024,Headphones,Accessories,South,3,2433,515.28
11/10/2023,Keyboard,Accessories,East,6,5880,454.19
5/24/2023,Mouse,Accessories,West,3,3375,451.5
5/30/2024,Tablet,Electronics,North,8,6960,1913.58
8/6/2024,Keyboard,Accessories,West,4,316,32.79
10/10/2022,Tablet,Electronics,North,9,1404,89.43
3/8/2024,Keyboard,Accessories,North,9,5823,478.22
5/16/2024,Headphones,Accessories,South,6,2790,719.15
5/31/2024,Tablet,Electronics,West,7,1169,69.41
10/26/2023,Printer,Office,East,8,6016,406.13
10/15/2022,Smartwatch,Electronics,North,7,7154,1177.51
1/29/2024,Keyboard,Accessories,West,2,370,102.74
3/16/2024,Monitor,Accessories,West,1,430,113.57
4/28/2022,Smartwatch,Electronics,West,1,946,280.53
5/20/2024,Tablet,Electronics,South,8,984,73.84
11/26/2022,Keyboard,Accessories,East,9,1467,372.17
8/16/2023,Smartphone,Electronics,South,4,2444,155.42
11/2/2023,Mouse,Accessories,North,9,8640,1254.3
7/17/2023,Smartwatch,Electronics,West,9,3861,536.04
7/24/2022,Keyboard,Accessories,North,1,868,60.12
11/3/2024,Laptop,Electronics,South,9,1746,260.5
8/19/2024,Printer,Office,South,1,915,129.08
9/15/2024,Smartwatch,Electronics,East,9,3591,423
1/28/2023,Camera,Electronics,East,6,2562,612.36
11/28/2022,Smartwatch,Electronics,West,9,5382,1037.04
11/18/2024,Smartwatch,Electronics,East,4,2792,170.96
4/23/2022,Headphones,Accessories,East,4,2160,631.9
5/23/2023,Monitor,Accessories,West,7,6377,1332.86
5/17/2024,Smartphone,Electronics,East,8,5264,1051.5
12/18/2023,Laptop,Electronics,North,2,1346,196.5
8/19/2023,Camera,Electronics,South,7,7301,1311.65
4/20/2023,Keyboard,Accessories,South,2,2016,198.26
6/30/2022,Laptop,Electronics,North,6,1266,220.5
4/11/2023,Mouse,Accessories,West,2,140,35.18
7/22/2024,Camera,Electronics,East,8,6520,1073.62
2/19/2022,Keyboard,Accessories,East,1,582,29.91
3/10/2024,Printer,Office,West,1,245,14.5
4/27/2024,Mouse,Accessories,South,1,504,143.12
10/6/2022,Monitor,Accessories,South,6,6834,1211.75
10/1/2022,Headphones,Accessories,West,8,5712,1191.02
5/9/2023,Laptop,Electronics,South,5,4485,347.99
6/2/2024,Headphones,Accessories,West,8,2304,291.46
6/23/2024,Mouse,Accessories,North,6,6576,815.56
11/16/2022,Keyboard,Accessories,South,9,10629,2843.54
3/12/2022,Camera,Electronics,East,1,706,153.59
4/16/2022,Headphones,Accessories,South,1,977,103.82
4/16/2023,Smartwatch,Electronics,South,4,776,73.16
10/12/2022,Tablet,Electronics,West,4,3932,309.43
10/29/2022,Keyboard,Accessories,East,3,1263,368.46
8/1/2022,Keyboard,Accessories,East,8,7064,745.24
4/20/2023,Keyboard,Accessories,West,4,4740,746.77
3/25/2024,Printer,Office,South,7,4522,1137.23
12/28/2023,Tablet,Electronics,South,7,2009,183.19
4/18/2024,Smartphone,Electronics,East,2,2110,548.12
9/26/2024,Mouse,Accessories,West,1,95,6.97
11/19/2023,Smartwatch,Electronics,East,1,384,83.58
4/23/2023,Tablet,Electronics,North,3,3471,200.08
6/20/2023,Tablet,Electronics,West,4,2048,507.01
8/5/2022,Monitor,Accessories,South,8,9296,2581.06
5/28/2022,Laptop,Electronics,West,8,5272,1188.16
1/18/2024,Headphones,Accessories,East,1,619,127.58
4/27/2023,Laptop,Electronics,North,1,448,53.2
6/10/2022,Keyboard,Accessories,North,9,5004,1313.13
12/5/2023,Keyboard,Accessories,North,4,4716,704.99
5/11/2022,Printer,Office,West,9,7506,827.17
1/11/2024,Keyboard,Accessories,North,7,4095,883.56
7/31/2024,Smartwatch,Electronics,North,7,4459,1037.27
10/31/2022,Tablet,Electronics,South,5,620,62.49
8/17/2022,Smartwatch,Electronics,West,2,2362,185.89
3/28/2022,Printer,Office,North,2,606,154.99
7/26/2024,Camera,Electronics,East,4,1084,134.42
2/4/2022,Laptop,Electronics,North,8,2880,315.87
4/20/2023,Laptop,Electronics,West,8,4544,727.05
9/8/2024,Mouse,Accessories,West,4,556,85.63
11/30/2023,Laptop,Electronics,North,5,505,71.97
3/3/2023,Tablet,Electronics,West,5,2595,774.2
1/24/2023,Headphones,Accessories,South,5,2820,737.68
10/29/2023,Keyboard,Accessories,East,2,1018,297.21
3/4/2023,Laptop,Electronics,East,4,944,176.56
8/30/2023,Tablet,Electronics,East,1,610,44.99
5/25/2024,Camera,Electronics,South,4,912,81.65
4/2/2023,Monitor,Accessories,West,9,10413,1738.63
7/27/2023,Printer,Office,West,8,2176,398.29
1/4/2022,Printer,Office,East,6,6108,1488.4
2/14/2024,Mouse,Accessories,West,2,1148,173.89
5/1/2024,Monitor,Accessories,East,8,8824,597.1
6/17/2022,Headphones,Accessories,North,5,2240,159.58
2/17/2022,Camera,Electronics,North,2,1312,386.79
2/2/2023,Laptop,Electronics,South,9,10620,2946.93
9/30/2024,Tablet,Electronics,East,2,2178,574.4
5/12/2024,Monitor,Accessories,East,3,1671,94.52
7/28/2024,Monitor,Accessories,East,3,2025,355.59
11/1/2024,Mouse,Accessories,East,6,2886,355.32
7/27/2024,Printer,Office,East,2,1868,307.32
1/8/2023,Headphones,Accessories,East,4,3280,826.94
5/18/2022,Tablet,Electronics,West,2,1768,375.86
12/19/2022,Camera,Electronics,West,7,6937,1753.02
9/21/2024,Smartwatch,Electronics,North,6,3012,307.47
9/19/2024,Headphones,Accessories,South,3,777,147.93
2/16/2024,Smartphone,Electronics,East,6,4056,452.14
11/29/2024,Printer,Office,South,4,3212,514.92
8/3/2024,Smartwatch,Electronics,West,1,952,179.4
5/29/2022,Smartphone,Electronics,North,3,1674,106.24
2/13/2024,Smartwatch,Electronics,East,5,4315,1019.91
12/15/2023,Mouse,Accessories,North,7,1722,162.39
9/14/2022,Keyboard,Accessories,South,5,2895,334.35
7/28/2023,Tablet,Electronics,North,2,1280,335.22
4/10/2022,Headphones,Accessories,East,5,4295,414.42
8/7/2022,Printer,Office,South,6,4434,306.63
7/9/2022,Keyboard,Accessories,North,6,3816,623.78
4/9/2024,Headphones,Accessories,East,7,6335,1137.08
11/11/2024,Mouse,Accessories,West,3,315,78.41
11/27/2024,Camera,Electronics,East,2,626,168.82
5/23/2024,Smartwatch,Electronics,South,1,1140,85.75
11/16/2022,Smartphone,Electronics,North,5,590,52.55
4/21/2022,Tablet,Electronics,East,1,631,99.31
9/4/2024,Monitor,Accessories,South,8,1944,134.94
3/24/2024,Smartphone,Electronics,North,6,5100,1461.79
9/24/2024,Keyboard,Accessories,South,6,1092,176.52
8/12/2023,Monitor,Accessories,West,7,4662,1007.43
1/18/2023,Headphones,Accessories,West,7,4312,1088.34
10/20/2022,Mouse,Accessories,North,6,4056,815.1
11/23/2023,Headphones,Accessories,North,3,534,120.53
5/31/2023,Printer,Office,South,5,3475,991.47
7/11/2023,Tablet,Electronics,South,5,4880,829.03
10/25/2024,Tablet,Electronics,West,8,8336,782.8
5/8/2023,Mouse,Accessories,North,8,9232,490.66
1/7/2022,Smartphone,Electronics,South,3,2031,466.25
1/10/2022,Smartwatch,Electronics,North,3,2412,640.35
12/3/2023,Smartphone,Electronics,East,1,1039,137.24
1/3/2023,Camera,Electronics,West,6,696,100.78
6/26/2024,Laptop,Electronics,North,8,6160,1617.32
12/15/2022,Camera,Electronics,East,3,447,58.4
4/29/2023,Keyboard,Accessories,West,6,6102,364.82
4/3/2024,Camera,Electronics,South,9,5085,1372.83
8/16/2024,Laptop,Electronics,North,7,3038,158.82
3/11/2024,Headphones,Accessories,West,1,882,215.24
3/15/2023,Monitor,Accessories,West,6,2490,720.06
8/5/2024,Camera,Electronics,North,1,635,101.09
7/5/2024,Laptop,Electronics,East,1,1083,152.5
8/10/2023,Keyboard,Accessories,West,6,720,144.26
9/17/2022,Printer,Office,West,3,3111,382.52
4/9/2022,Smartwatch,Electronics,North,6,1242,87.37
8/2/2023,Smartwatch,Electronics,West,5,5845,978.75
3/29/2023,Smartwatch,Electronics,West,1,835,131.7
5/16/2022,Monitor,Accessories,South,2,2314,305.42
2/4/2023,Smartwatch,Electronics,East,7,6041,776.09
3/23/2022,Mouse,Accessories,North,3,369,19.22
8/12/2022,Tablet,Electronics,West,5,1635,321.84
4/7/2022,Keyboard,Accessories,West,3,2067,465.39
3/4/2022,Smartphone,Electronics,West,6,7128,544.54
4/24/2024,Printer,Office,North,2,944,94.4
6/10/2022,Tablet,Electronics,East,5,5160,698.15
6/18/2022,Smartphone,Electronics,West,8,8032,1987.82
12/16/2024,Camera,Electronics,South,2,376,99.16
6/22/2024,Smartphone,Electronics,South,7,4144,426.39
11/4/2024,Camera,Electronics,South,4,2228,293.25
11/15/2022,Tablet,Electronics,West,1,1178,182.76
4/27/2024,Mouse,Accessories,North,5,2505,303.61
2/28/2024,Smartwatch,Electronics,West,4,1872,418.05
12/29/2023,Printer,Office,West,2,340,59.56
3/8/2023,Laptop,Electronics,West,1,589,158.85
12/12/2023,Laptop,Electronics,West,3,2598,560.82
2/17/2022,Tablet,Electronics,North,1,502,92.31
1/24/2024,Laptop,Electronics,South,3,3576,546.44
2/7/2023,Keyboard,Accessories,East,3,2412,468.27
7/31/2024,Printer,Office,West,5,1145,244.72
2/3/2022,Keyboard,Accessories,West,2,2116,159.3
12/16/2024,Laptop,Electronics,North,1,707,100.16
11/11/2022,Mouse,Accessories,South,9,657,109.39
10/14/2024,Laptop,Electronics,South,5,5345,1060.46
1/27/2024,Tablet,Electronics,South,8,4032,251.05
8/30/2022,Camera,Electronics,South,4,3840,552.57
1/23/2023,Monitor,Accessories,East,5,575,47.35
1/2/2023,Laptop,Electronics,West,9,9315,1808.68
11/25/2024,Mouse,Accessories,East,7,3423,435.06
11/7/2023,Monitor,Accessories,South,6,3942,748.74
7/15/2024,Laptop,Electronics,South,2,574,70.16
6/4/2024,Headphones,Accessories,North,6,3024,336.28
3/2/2022,Headphones,Accessories,North,7,952,215.51
11/25/2023,Smartphone,Electronics,West,9,9090,937.69
5/10/2022,Tablet,Electronics,West,2,1166,170.11
1/9/2024,Keyboard,Accessories,South,3,2925,433.95
12/25/2023,Camera,Electronics,South,5,3455,867.55
12/6/2022,Smartphone,Electronics,North,2,1614,331.3
8/7/2024,Mouse,Accessories,West,7,1771,171.26
1/6/2023,Printer,Office,South,6,5658,1504.97
9/25/2024,Mouse,Accessories,East,9,8460,1515.06
11/26/2023,Printer,Office,West,5,1925,570.93
2/2/2024,Laptop,Electronics,North,6,2196,572.17
7/5/2024,Keyboard,Accessories,East,2,1696,500.56
11/16/2023,Printer,Office,South,9,6813,1966.66
10/19/2024,Keyboard,Accessories,North,5,3670,790.67
10/10/2024,Keyboard,Accessories,South,4,2936,204.55
